"Project ID","Project name","Project description","Project creation date","Project last update","Team size","Current step name","Current status","Thématique","Accompagnement","TOD Advisor","Step Name (step_13)","Entry date (step_13)","Submission date (step_13)","Type de situation","Step Name (step_70)","Entry date (step_70)","Submission date (step_70)","Step Name (step_1)","Entry date (step_1)","Submission date (step_1)","Step Name (step_8)","Entry date (step_8)","Submission date (step_8)","Step Name (step_2)","Entry date (step_2)","Submission date (step_2)","Step Name (step_33)","Entry date (step_33)","Submission date (step_33)","Step Name (step_17)","Entry date (step_17)","Submission date (step_17)","Step Name (step_18)","Entry date (step_18)","Submission date (step_18)","Step Name (step_12)","Entry date (step_12)","Submission date (step_12)","Step Name (step_19)","Entry date (step_19)","Submission date (step_19)","Step Name (step_20)","Entry date (step_20)","Submission date (step_20)","Step Name (step_10)","Entry date (step_10)","Submission date (step_10)","Step Name (step_7)","Entry date (step_7)","Submission date (step_7)","Step Name (step_23)","Entry date (step_23)","Submission date (step_23)","Step Name (step_24)","Entry date (step_24)","Submission date (step_24)","Step Name (step_25)","Entry date (step_25)","Submission date (step_25)","Step Name (step_26)","Entry date (step_26)","Submission date (step_26)","Step Name (step_27)","Entry date (step_27)","Submission date (step_27)","Step Name (step_28)","Entry date (step_28)","Submission date (step_28)","Step Name (step_29)","Entry date (step_29)","Step Name (step_63)","Entry date (step_63)","Submission date (step_63)","Step Name (step_64)","Entry date (step_64)","Submission date (step_64)","Step Name (step_65)","Entry date (step_65)","Submission date (step_65)","Step Name (step_66)","Entry date (step_66)","Submission date (step_66)","Step Name (step_67)","Entry date (step_67)","Submission date (step_67)","Step Name (step_68)","Entry date (step_68)","Submission date (step_68)","Step Name (step_69)","Entry date (step_69)","Submission date (step_69)"
"414","Star Club","Créer un club de loisirs pour offrir des observations célestes par télescopes aux collaborateurs et leurs enfants à Khouribga.","06/07/2024","21/06/2025","001","Ideation","active","Ecosystem","0","SBU Mining Khouribga","Soumission","06/07/2024","NA","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","12/07/2024","12/07/2024","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"415","DroneInspect","Réaliser l'inspection des convoyeurs par drone","06/07/2024","13/06/2025","001","*Soumission*","active","Operating Model","0","SBU Mining Khouribga","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"416","SafeStock","Amélioration de l'étanchéité des halls de stockage d'engrais, assurant ainsi la préservation de la qualité des produits, la sécurité des travailleurs et une réduction de l'impact environnemental grâce à l'utilisation de matériaux recyclés de phosphate.","06/07/2024","13/06/2025","001","Ideation","active","Operating Model","0","SBU Manufacturing Jorf","Soumission","06/07/2024","11/07/2024","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","11/07/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"417","Smart Unit","Transformation de l'usine en une usine intelligente de nouvelle génération (5.0). Ce projet représente une opportunité de moderniser les opérations ainsi que d'améliorer l'efficacité et la compétitivité du Groupe sur le marché","06/07/2024","13/06/2025","002","Ideation","active","Digital","0","SBU Mining Khouribga","Soumission","06/07/2024","12/07/2024","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","12/07/2024","10/06/2025","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"420","PiXel","Pixel is an agri-products performance diagnosis solution. We leverage microbiological soil analysis technologies, remote sensing and analytics to decode agricultural products gaps. Empowering agronomists and innovation teams with powerful insights!","06/07/2024","13/06/2025","004","Business | Acceleration","active","Digital","0","Corporate","Soumission","06/07/2024","17/07/2024","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","17/07/2024","19/07/2024","Ideation | Demo Day ","20/07/2024","20/07/2024","Development","29/07/2024","NA","Business | Incubation","28/04/2025","29/04/2025","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","01/05/2025","01/05/2025","Business | Acceleration","26/05/2025","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"421","CarbonBrine Solution","L'idée de notre situation consiste au traitement des rejets de dessalement pour améliorer l'efficacité, réduire les coûts et préserver l'environnement en utilisant le CO2 capturé.","06/07/2024","13/06/2025","002","Ideation","active","Ecosystem","0","SBU Mining Khouribga","Soumission","06/07/2024","11/07/2024","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","11/07/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"422","Académie d'excellence","Dans un contexte sans cesse marqué par des difficultés économiques, ma participation vise à améliorer l'insertion des jeunes dans la vie active","06/07/2024","25/06/2025","001","Ideation","active","Talent Development","0","SBU Mining Gantour","Soumission","06/07/2024","22/10/2024","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","26/11/2024","13/02/2025","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"424","OCP Phos-farms","Ce projet vise à développer une exploitation de fermes,  en assurant le marketing des produits dans des fermes qui seront conditionnées afin de garantir le même type de climat et de sol des clients actuels & potentiels, locaux & internationaux.","06/07/2024","13/06/2025","002","Ideation","active","Agroalimentaire","0","SBU Manufacturing Jorf","Soumission","06/07/2024","08/08/2024","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","08/08/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"426","Ocp Spare parts BU","Création d'une BU en charge de la gestion et la revalorisation des stocks indésirables( obsolete , surstock et liquidation) Cette initiative vise à transformer les défis logistiques en opportunités économiques.","06/07/2024","13/06/2025","005","Ideation","active","Cost leadership","0","SBU Manufacturing Jorf","Soumission","06/07/2024","03/12/2024","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","17/12/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"430","Ravitaillement intelligenet","Digitalisation de l'opération de ravitaillement des engins et machines au chantier","06/07/2024","13/06/2025","001","*Soumission*","active","Digital","0","SBU Mining Khouribga","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"437","PhosGuard","Développer un agent extincteur à base de produits phosphatés","06/07/2024","13/06/2025","001","*Soumission*","active","Recycling & Waste Management","0","SBU Manufacturing Jorf","Soumission","06/07/2024","NA","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"438","Local Big bags","Opportunité stratégique de développer la production interne de Big Bag au sein du Groupe OCP, avec un potentiel significatif de réduction des coûts d'achat annuels et de création d'emplois locaux. En s'appuyant sur l'expertise existante de la ville de Saf","06/07/2024","13/06/2025","001","*Soumission*","active","Optimisation industrielle","0","SBU Manufacturig Safi","Soumission","06/07/2024","NA","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"443","SMART CONVOYEUR ( actino)","mon idée c'est un convoyeur qui ne se compose ni de bande transporteuse ni de rouleaux de parcours. il'est  différent de cel utilisé actuellement.  ","06/07/2024","15/06/2025","008","Ideation","active","Optimisation industrielle","0","SBU Manufacturing Jorf","Soumission","06/07/2024","08/08/2024","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","08/08/2024","15/06/2025","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"445","VidéoVault","Mise en place de VideoVault, une médiathèque numérique complète regroupant toutes les vidéos documentaires sur les activités, actions et tâches réalisées par le Groupe. Elle offre un accès centralisé à une vaste collection de contenus vidéo, incluant la d","06/07/2024","13/06/2025","004","Ideation","active","Knowledge Management","0","SBU Manufacturig Safi","Soumission","06/07/2024","11/07/2024","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","11/07/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"450","SmartProcure AI","L'importance de l'utilisation des solutions digitales et de l'intelligence artificielle dans le processus achat d'OCP est indéniable. En tant que leader mondial dans l'industrie du phosphate, OCP doit constamment optimiser ses opérations pour maintenir sa","06/07/2024","21/06/2025","001","Ideation","active","Procurement","0","SBU Mining Khouribga","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","30/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"451","Phosphate Heritage Museum","Creation d'un Musée OCP axée sur les dernières technologies et sous le thème du ""MAROC : UN VOYAGE A TRAVERS LE TEMPS ET LE PHOSPHATE"". Ce musée offrira une expérience immersive et éducative qui célèbrera le riche patrimoine du Maroc tout en mettant en lu","06/07/2024","13/06/2025","001","*Soumission*","active","Ecosystem","0","Corporate","Soumission","06/07/2024","NA","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"452","DesalFilter Efficiency","Mise en place une unité de nettoyage automatique des filtres de sécurité dans les installations de dessalement, suivie de la création d'une usine de fabrication de ces filtres. L'objectif est de réduire les arrêts des unités de dessalement et de diminuer ","06/07/2024","13/06/2025","001","*Soumission*","active","Optimisation industrielle","0","SBU Manufacturing Jorf","Soumission","06/07/2024","NA","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"453","FilterCleaning Unit","Mise en place d'une unité de nettoyage des cartridges filters","06/07/2024","13/06/2025","001","*Soumission*","active","Optimisation industrielle","0","SBU Manufacturing Jorf","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"454","TechStandard","Standarisation de la partie technique (partie électrique instrumentation et DCS) au site jorf lasfar par entité","06/07/2024","13/06/2025","001","*Soumission*","active","Optimisation industrielle","0","SBU Manufacturing Jorf","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"457","Ecotec","Ecotec : création d'une plateforme numérique qui vise à encourager et à faciliter les échanges de produits recyclés ou réutilisables entre les individus et les entreprises. L'objectif est de promouvoir la réduction des déchets et la préservation de l'envi","06/07/2024","13/06/2025","001","*Soumission*","active","Digital","0","SBU Manufacturing Jorf","Soumission","06/07/2024","NA","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"458","ContractorSafety","-Mise en place de cellules de formation spécialisées pour les entreprises extérieures, avec un espace dédié aux standards opérationnels. '-Formation des contractants et sous-traitants sur les standards opérationnels et les risques majeurs, évalués par un ","06/07/2024","13/06/2025","001","*Soumission*","active","Health & Safety","0","SBU Mining Khouribga","Soumission","06/07/2024","NA","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","NA","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
